Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,RFM,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
5560-JDR3HK3,2023-05-02T17:14:57Z,2022-03-24T14:17:05Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2846,Precision 5560,Dell Inc.,Workstation,Laptop,Workstations,RL,"Beta Group Prevention Policy Custom IOA
11 Apr 23 14:41 UTC","Full Response - Base
24 Mar 22 14:24 UTC","Test Sensor Update Policy
29 Mar 23 13:02 UTC","Monitor - TCB - Base
14 Apr 23 03:39 UTC",6112bbc416fa4f5987f9de329eb8e7bf,10.132.132.70,10.132.132.70,10.132.132.1,63.98.103.65,tcbna.net,a0-29-19-b9-4c-36,a0-29-19-b9-4c-36,normal,526033,JDR3HK3,6.53.16705.0,,,,,,no,,,,,,,,,,,,,,"Beta Group,Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
WITMZRTOAS01,2023-05-02T17:11:31Z,2022-02-20T22:16:26Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,"App, Management, Servers, Global",RD,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:41 UTC","Full Response - Base
01 Mar 22 20:05 UTC","Windows Servers
24 Apr 23 19:23 UTC","platform_default
13 Apr 23 08:54 UTC",28b44ae68e414acd924dd2fbee2fe3df,10.176.96.35,10.176.96.35,10.176.96.1,63.98.103.64,tcbna.net,00-50-56-9c-53-d0,00-50-56-9c-53-d0,normal,263920,VMware-42 1c c1 3c 56 3f 5a 25-59 55 ad 35 c0 16 29 34,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
TCBSIDGSCWS02,2023-05-02T17:23:47Z,2023-01-03T18:26:54Z,Windows,Windows Server 2019,17763,Windows Server 2019 Standard,10.0.17763.4131,VMware Virtual Platform,"VMware, Inc.",Server,Other,"Web, Compute, Servers, Global",RL,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:43 UTC","Full Response - Base
03 Jan 23 18:30 UTC","Windows Servers
24 Apr 23 19:08 UTC","platform_default
03 Mar 23 11:27 UTC",63e1296df0274724a628bd97738df1f4,10.16.144.124,10.16.144.124,10.16.144.1,63.98.103.64,tcbna.net,00-50-56-9c-19-a0,00-50-56-9c-19-a0,normal,329296,VMware-42 1c fa 75 76 83 05 2e-55 fd bd ca 01 4a cf 71,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
AVD-TCBTWO-f8aa,2023-05-02T17:35:24Z,2023-02-28T16:14:33Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2846,Virtual Machine,Microsoft Corporation,Server,Desktop,AVD,SC,"AVD - Windows Server Prevent
28 Feb 23 16:17 UTC","Full Response - Base
28 Feb 23 16:17 UTC","Windows Servers
24 Apr 23 18:56 UTC","platform_default
29 Mar 23 00:23 UTC",b8aad339236844ada4c666edd92aff1c,10.112.80.246,10.112.80.246,10.112.80.1,63.98.103.64,tcbna.net,00-22-48-ac-e6-06,00-22-48-ac-e6-06,normal,394918,0000-0001-0586-5612-3220-6734-88,6.52.16606.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,0eb11a22-93dc-43d0-a7f1-8cb02bffe9fb,RG-SC-NERDIO-NME,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,Servers TCBNA.net,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
RLDIWNWVDB1,2023-05-02T17:25:50Z,2022-02-20T21:19:04Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,"DB, Compute, Servers, Global",RL,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:44 UTC","Full Response - Base
01 Mar 22 20:02 UTC","Windows Servers
24 Apr 23 18:55 UTC","platform_default
13 Apr 23 08:47 UTC",fa37b7e9af154274922d2020e109f0c1,10.72.106.33,10.72.106.33,10.72.106.1,63.98.103.65,tcbna.net,00-50-56-bd-99-2f,00-50-56-bd-99-2f,normal,263920,VMware-42 3d ea 85 f2 81 7c 50-b0 7f 2c 94 6b 2e fc b1,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"DB Exclusions,Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
9420-4MW8GK3,2023-05-02T17:33:22Z,2023-01-18T02:39:32Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 9420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:30 UTC","Full Response - Base
18 Jan 23 02:46 UTC","Windows Workstations N-1
29 Mar 23 13:06 UTC","Monitor - TCB - Base
13 Apr 23 15:00 UTC",e209e44fbde64bf9a742453a3b5f7099,10.128.210.29,10.128.210.29,10.128.252.1,63.98.103.66,tcbna.net,a0-29-19-b1-13-a1,a0-29-19-b1-13-a1,normal,526017,4MW8GK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
TCBPDDRDWDB02,2023-05-02T17:35:35Z,2022-03-14T19:48:21Z,Windows,Windows Server 2019,17763,Windows Server 2019 Standard,10.0.17763.4252,VMware Virtual Platform,"VMware, Inc.",Server,Other,"DB, Compute, Servers, Global",,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:42 UTC","Full Response - Base
14 Mar 22 19:50 UTC","Windows Servers
24 Apr 23 19:00 UTC","platform_default
13 Apr 23 14:23 UTC",137263426daa49cb983f07cc25be7c58,10.16.96.92,10.16.96.92,10.16.96.1,63.98.103.64,tcbna.net,00-50-56-9c-9a-c0,00-50-56-9c-9a-c0,normal,263920,VMware-42 1c 5f 66 e4 ef cd 21-f6 9a 74 50 91 4b 6b 30,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"DB Exclusions,Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
TCBPMVTAS01,2023-05-02T17:35:28Z,2022-02-22T00:46:36Z,Windows,Windows Server 2019,17763,Windows Server 2019 Standard,10.0.17763.4131,VMware Virtual Platform,"VMware, Inc.",Server,Other,"App, Compute, Servers, Global",RL,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:42 UTC","Full Response - Base
01 Mar 22 20:03 UTC","Windows Servers
24 Apr 23 19:04 UTC","platform_default
13 Apr 23 09:49 UTC",b1a89c989b61410f82aafbc77934fef8,10.16.64.40,10.16.64.40,10.16.64.1,63.98.103.64,tcbna.net,00-50-56-9c-1f-cd,00-50-56-9c-1f-cd,normal,263920,VMware-42 1c 4c 93 82 30 08 ad-84 ce 2a e1 f6 17 da c0,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
RLTDWSFCDB3E,2023-05-02T17:19:39Z,2022-02-20T22:16:39Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,"HADR, DB, Compute, Servers, Global",RL,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:44 UTC","Full Response - Base
01 Mar 22 20:06 UTC","Windows Servers
24 Apr 23 18:55 UTC","platform_default
13 Apr 23 09:37 UTC",09db12ade40349d3945d94e3a216b76d,169.254.5.61,10.152.107.64,10.152.106.1,63.98.103.65,tcbna.net,02-a0-3f-05-19-4b,00-50-56-9c-00-df,normal,263920,VMware-42 1c 67 32 db 65 53 a2-5f 5b 7e 9c 0a ad 5e 8a,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"DB Exclusions,Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
AVD-TRSRY-8eb5,2023-05-02T16:52:23Z,2022-09-14T13:46:15Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2604,Virtual Machine,Microsoft Corporation,Server,Desktop,AVD,SC,"AVD - Windows Server Prevent
14 Sep 22 13:47 UTC","Full Response - Base
14 Sep 22 13:47 UTC","Windows Servers
24 Apr 23 18:56 UTC","platform_default
14 Apr 23 07:07 UTC",cac6f41f3d8c4f438f91b7b8a6ea0ec4,10.112.80.120,10.112.80.120,10.112.80.1,63.98.103.64,tcbna.net,00-0d-3a-5d-b4-2c,00-0d-3a-5d-b4-2c,normal,394918,0000-0009-0283-0820-4615-0611-62,6.52.16606.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,7d4afe7a-62d3-4eaa-ab0b-d347a7f205c8,RG-SC-NERDIO-NME,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,Servers TCBNA.net,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
TCBSIWNWVAS04,2023-05-02T17:21:33Z,2022-02-22T00:46:34Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,"App, Compute, Servers, Global",RL,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:44 UTC","Full Response - Base
01 Mar 22 20:02 UTC","Windows Servers
24 Apr 23 19:17 UTC","platform_default
27 Apr 23 06:30 UTC",2e601dcc25c84ad896a143b7e9770a14,10.16.144.103,10.16.144.103,10.16.144.1,63.98.103.64,tcbna.net,00-50-56-9c-a8-15,00-50-56-9c-a8-15,normal,263920,VMware-42 1c bf 0a 70 e6 b4 c7-ae f0 e8 1c 6f b6 36 5c,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
AVD-OSDEV-cb71,2023-05-02T17:33:25Z,2023-04-21T14:02:58Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2846,Virtual Machine,Microsoft Corporation,Server,Desktop,AVD,SC,"AVD - Windows Server Prevent
21 Apr 23 14:08 UTC","Full Response - Base
21 Apr 23 14:08 UTC","Windows Servers
25 Apr 23 06:07 UTC","platform_default
21 Apr 23 14:08 UTC",ffda8036c1064abcb2eb00e260408ea7,10.112.80.155,10.112.80.155,10.112.80.1,63.98.103.64,tcbna.net,60-45-bd-e1-ea-0e,60-45-bd-e1-ea-0e,normal,394918,0000-0008-2266-6670-7678-3511-00,6.52.16606.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,722afdc8-acb3-4efc-92ee-9fe02416b66e,RG-SC-VDI-VM,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,Servers TCBNA.net,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
RLDZWNWVWS2,2023-05-02T17:19:50Z,2022-02-20T21:17:01Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,,,"TCB - Win Servers - Prevent - Dynamic
29 Aug 22 21:14 UTC","Full Response - Base
03 Mar 22 16:25 UTC","Windows Servers
24 Apr 23 19:03 UTC","platform_default
14 Apr 23 05:30 UTC",e5656c67c06f46ac8cb70507416661c9,10.68.107.151,10.68.107.151,10.68.106.1,63.98.103.65,,00-50-56-bd-80-a1,00-50-56-bd-80-a1,normal,132689,VMware-42 3d 65 a7 f4 97 e9 1f-99 46 1a 43 1d 8a 8f ff,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,Windows Servers - Detect - Dynamic
AVD-CYBERS-5f98,2023-05-02T17:06:49Z,2022-07-26T20:06:17Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2846,Virtual Machine,Microsoft Corporation,Server,Desktop,AVD,SC,"AVD - Windows Server Prevent
19 Aug 22 20:45 UTC","Full Response - Base
26 Jul 22 20:09 UTC","Windows Workstations N-1
24 Apr 23 19:31 UTC","platform_default
14 Apr 23 10:23 UTC",d6c9e72d2e7e4f27a4acc5f8a8cacfe1,10.112.80.26,10.112.80.26,10.112.80.1,63.98.103.64,tcbna.net,00-0d-3a-ed-17-24,00-0d-3a-ed-17-24,normal,394918,0000-0003-3180-5478-5181-2384-79,6.52.16606.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,2e0c193f-5003-44cf-8c5d-04c4c84c5b76,rg-sc-nerdio-nme,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,MSV Actors,Servers TCBNA.net,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
LAPAIS29,2023-05-02T17:04:22Z,2022-02-11T17:07:15Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1555,Precision 3561,Dell Inc.,Workstation,Laptop,AIS Clients,Default-First-Site-Name,"AIS Workstations -Windows
28 Apr 23 20:21 UTC","platform_default
03 Nov 22 11:49 UTC","Windows Workstations N-1
29 Mar 23 11:48 UTC","AIS Workstation
11 Feb 22 17:17 UTC",72b08cb1260f4c7796445e6ea1081a2c,192.168.20.73,192.168.20.73,192.168.20.1,12.147.40.139,automatedinstallment.com,b4-45-06-69-9f-52,b4-45-06-69-9f-52,normal,526033,GRWFMG3,6.52.16606.0,SensorGroupingTags/AIS/Windows/Workstation,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Workstations - Windows - AIS"
AVD-TCBTWO-f5ee,2023-05-02T17:35:31Z,2023-01-13T14:33:20Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2728,Virtual Machine,Microsoft Corporation,Server,Desktop,AVD,SC,"AVD - Windows Server Prevent
13 Jan 23 14:34 UTC","Full Response - Base
13 Jan 23 14:34 UTC","Windows Servers
24 Apr 23 19:05 UTC","platform_default
13 Jan 23 14:34 UTC",b24ec3b3e0684a528cd33c727a4921bb,10.112.80.179,10.112.80.179,10.112.80.1,63.98.103.64,tcbna.net,60-45-bd-e4-42-d5,60-45-bd-e4-42-d5,normal,394918,0000-0010-4093-3840-6879-3819-09,6.52.16606.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,90756621-48e0-4995-a92f-72560406fe7b,RG-SC-NERDIO-NME,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,Servers TCBNA.net,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
TCBSZWNWVWS03,2023-05-02T17:28:52Z,2022-02-22T00:48:34Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,,,"TCB - Win Servers - Prevent - Dynamic
29 Aug 22 21:14 UTC","Full Response - Base
03 Mar 22 16:25 UTC","Windows Servers
24 Apr 23 18:59 UTC","platform_default
14 Apr 23 10:23 UTC",b9087636661c40b097881734b69f1648,10.240.244.102,10.240.244.102,10.240.244.1,63.98.103.64,,00-50-56-9c-bf-2f,00-50-56-9c-bf-2f,normal,263920,VMware-42 1c 63 5e e6 c1 e0 d6-b6 4b 73 d8 54 30 72 82,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,Windows Servers - Detect - Dynamic
7420-CRN29K3,2023-05-02T17:28:24Z,2022-03-03T18:55:32Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 7420,Dell Inc.,Workstation,Laptop,Workstations,FT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:16 UTC","Full Response - Base
03 Mar 22 19:03 UTC","Windows Workstations N-1
29 Mar 23 14:35 UTC","Monitor - TCB - Base
10 Mar 22 16:18 UTC",09fe82ee114b443889cf80d6238500bf,10.10.34.105,10.10.34.105,10.10.34.1,63.98.103.72,tcbna.net,a0-29-19-cd-9b-fe,a0-29-19-cd-9b-fe,normal,526017,CRN29K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
DA7PIADCTDC01,2023-05-02T17:11:03Z,2022-12-08T17:04:36Z,Windows,Windows Server 2019,17763,Windows Server 2019 Standard,10.0.17763.4252,VMware Virtual Platform,"VMware, Inc.",Domain Controller,Other,Domain Controllers,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","platform_default
12 Jan 23 00:02 UTC","Windows Servers
24 Apr 23 19:08 UTC","platform_default
25 Apr 23 13:56 UTC",82c15f9bed3047469b4860ff2dd6df71,10.176.9.11,10.176.9.11,10.176.9.1,63.98.103.64,tcbna.net,00-50-56-9c-0f-70,00-50-56-9c-0f-70,normal,329296,VMware-42 1c 43 c9 ba ef 39 b1-1f f3 1d ab 0b a0 eb 76,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Domain Controllers,VMWare "
AVD-TCBONE-909c,2023-05-02T14:08:57Z,2023-05-02T14:08:54Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2604,Virtual Machine,Microsoft Corporation,Server,Desktop,,,"AVD - Windows Server Prevent
02 May 23 14:12 UTC","Full Response - Base
02 May 23 14:12 UTC","Windows Servers
Changes pending","platform_default
02 May 23 14:12 UTC",35ad794e872d410ea4d8f7d8b237f64a,10.112.81.95,10.112.81.95,10.112.80.1,63.98.103.64,,00-22-48-ab-17-5a,00-22-48-ab-17-5a,normal,394918,0000-0016-2619-8759-6663-6048-33,6.51.16510.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,e1ae2f8f-38f1-4661-843f-fe458beae388,RG-SC-NERDIO-NME,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
RDPIACIPTS1,2023-05-02T17:16:02Z,2022-02-21T03:07:12Z,Windows,Windows Server 2012 R2,9600,Windows Server 2012 R2 Standard,6.3.9600.20919,VMware Virtual Platform,"VMware, Inc.",Server,Other,"RDS/TS, Compute, Servers, Global",RD,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:41 UTC","Full Response - Base
01 Mar 22 20:04 UTC","Windows Servers
24 Apr 23 19:16 UTC","platform_default
13 Apr 23 06:14 UTC",80eaeafa378045009592a7e429931faf,10.32.104.149,10.32.104.149,10.32.104.129,63.98.103.64,tcbna.net,00-50-56-bc-d8-2f,00-50-56-bc-d8-2f,normal,263920,VMware-42 3c f8 15 95 38 93 a9-ea ad 8b 4d 37 32 62 6e,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
RDPZMFAEWS1,2023-05-02T17:33:02Z,2022-02-22T00:46:22Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,,,"TCB - Win Servers - Prevent - Dynamic
17 Aug 22 21:01 UTC","Full Response - Base
03 Mar 22 16:25 UTC","Windows Servers
24 Apr 23 19:21 UTC","platform_default
14 Apr 23 04:27 UTC",6f562534652c42478f0c5931b94265fc,10.36.106.226,10.36.106.222,10.36.106.1,63.98.103.64,,00-50-56-bc-6d-9a,00-50-56-bc-6d-9a,normal,132689,VMware-42 3c d7 6c 82 0b d0 b5-ca 3a 76 97 d4 80 00 28,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,Windows Servers - Detect - Dynamic
RLTDETLIS2,2023-05-02T17:27:27Z,2022-02-21T02:00:52Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,"DB, Compute, Servers, Global",RL,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:42 UTC","Full Response - Base
01 Mar 22 20:03 UTC","Windows Servers
24 Apr 23 19:12 UTC","platform_default
03 Mar 23 06:57 UTC",eaff58d3e8b248f886a77cbec85d8da3,10.72.106.55,10.72.106.55,10.72.106.1,63.98.103.65,tcbna.net,00-50-56-bd-a8-df,00-50-56-bd-a8-df,normal,263920,VMware-42 3d 96 70 9f 9b f3 56-25 39 90 75 e5 7a 1e 75,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"DB Exclusions,Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
AVD-OSQA-f1fd,2023-05-02T17:24:43Z,2022-09-15T23:46:48Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2846,Virtual Machine,Microsoft Corporation,Server,Desktop,AVD,SC,"AVD - Windows Server Prevent
15 Sep 22 23:47 UTC","Full Response - Base
15 Sep 22 23:47 UTC","Windows Servers
24 Apr 23 18:56 UTC","platform_default
13 Apr 23 15:07 UTC",186e7a3eae4f439ea25e4c76124c282e,10.112.80.50,10.112.80.50,10.112.80.1,63.98.103.64,tcbna.net,00-0d-3a-74-59-4f,00-0d-3a-74-59-4f,normal,394918,0000-0002-6693-1689-9631-2860-20,6.52.16606.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,250b5193-db78-4704-8aaa-4369e46a2c3d,RG-SC-NERDIO-NME,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,Servers TCBNA.net,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
AVD-TRSRY-1fbe,2023-05-02T17:36:01Z,2022-09-07T13:18:09Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2846,Virtual Machine,Microsoft Corporation,Server,Desktop,AVD,SC,"AVD - Windows Server Prevent
07 Sep 22 13:21 UTC","Full Response - Base
07 Sep 22 13:21 UTC","Windows Servers
24 Apr 23 19:10 UTC","platform_default
29 Mar 23 03:39 UTC",b41a6ff152134563a7e85458f7982da8,10.112.80.72,10.112.80.72,10.112.80.1,63.98.103.64,tcbna.net,00-0d-3a-76-5d-25,00-0d-3a-76-5d-25,normal,394918,0000-0008-3106-8380-7082-9550-06,6.52.16606.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,73557ae4-01c5-40fe-beea-4eb8d7302a26,RG-SC-NERDIO-NME,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,Servers TCBNA.net,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
WITMSNIFAS01,2023-05-02T17:00:17Z,2022-02-21T03:27:27Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,PowerEdge R640,Dell Inc.,Server,Invalid Chassis Type,"App, Management, Servers, Global",RD,"TCB - Win Servers - Prevent - Dynamic
17 Aug 22 21:02 UTC","Full Response - Base
01 Mar 22 20:03 UTC","Windows Servers
24 Apr 23 19:24 UTC","platform_default
14 Apr 23 08:26 UTC",788d757f3b7640c583cb65849c0aa7de,169.254.0.2,10.176.96.120,10.176.96.1,63.98.103.64,tcbna.net,54-48-10-f9-b1-43,e4-43-4b-07-a5-88,normal,329300,JD93HQ2,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Servers TCBNA.net,Windows Servers - Detect - Dynamic"
RLTIBASTS3,2023-05-02T17:38:22Z,2022-02-22T01:35:53Z,Windows,Windows Server 2016,14393,Windows Server 2016 Standard,10.0.14393.5850,VMware Virtual Platform,"VMware, Inc.",Server,Other,"Bastion, RDS/TS, Compute, Servers, Global",RL,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:41 UTC","Full Response - Base
01 Mar 22 20:03 UTC","Windows Servers
24 Apr 23 19:23 UTC","platform_default
13 Apr 23 08:53 UTC",d1ccc3d8ec7248ca992fb0849cf333f8,10.64.43.153,10.64.43.153,10.64.43.1,63.98.103.65,tcbna.net,00-50-56-9c-38-03,00-50-56-9c-38-03,normal,263920,VMware-42 1c 94 2b ad 69 ae 40-2d bb 98 de 8e f1 a4 eb,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
AAIS41,2023-05-01T21:53:26Z,2021-11-12T21:39:13Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1413,OptiPlex 7071,Dell Inc.,Workstation,Desktop,AIS Clients,Default-First-Site-Name,"AIS Workstations -Windows
28 Apr 23 20:18 UTC","platform_default
10 Nov 22 22:46 UTC","Windows Workstations N-1
29 Mar 23 20:10 UTC","AIS Workstation
22 Jun 22 19:22 UTC",b2a0cfa4a1e0407d8c54c78acb59559f,192.168.20.69,192.168.20.69,192.168.20.1,12.147.40.139,automatedinstallment.com,e4-54-e8-77-69-43,e4-54-e8-77-69-43,normal,591594,1YNR233,6.52.16606.0,SensorGroupingTags/AIS/Windows/Workstation,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Workstations - Windows - AIS"
TCBPIVNSAS02,2023-05-02T17:20:21Z,2022-09-07T15:15:23Z,Windows,Windows Server 2019,17763,Windows Server 2019 Standard,10.0.17763.4252,VMware Virtual Platform,"VMware, Inc.",Server,Other,"App, Compute, Servers, Global",RD,"TCB - Win Servers - Prevent - Dynamic
25 Jan 23 15:43 UTC","Full Response - Base
07 Sep 22 15:17 UTC","Windows Servers
24 Apr 23 19:27 UTC","platform_default
14 Apr 23 04:59 UTC",8776e82bf71f40a59c8b75f252f24682,10.32.106.92,10.32.106.92,10.32.106.1,63.98.103.64,tcbna.net,00-50-56-9c-cb-22,00-50-56-9c-cb-22,normal,263920,VMware-42 1c 04 ac 0d bb 56 45-df b3 c2 50 e0 dd 5b 95,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Servers TCBNA.net,VMWare ,Windows Servers - Detect - Dynamic"
AVD-TRSRY-9080,2023-05-02T16:59:21Z,2022-12-12T17:30:41Z,Windows,Windows Server 2019 (RDP Session Host),19044,Windows 10 Enterprise for Virtual Desktops,10.0.19044.2728,Virtual Machine,Microsoft Corporation,Server,Desktop,AVD,SC,"AVD - Windows Server Prevent
12 Dec 22 17:33 UTC","Full Response - Base
12 Dec 22 17:33 UTC","Windows Servers
25 Apr 23 06:38 UTC","platform_default
12 Dec 22 17:33 UTC",68a5cb4a135c4e739ed3d1f64ff74a6d,10.112.80.190,10.112.80.190,10.112.80.1,63.98.103.64,tcbna.net,60-45-bd-e3-08-e9,60-45-bd-e3-08-e9,normal,394918,0000-0003-3554-5485-7149-5634-21,6.52.16606.0,,AZURE,6980d16e-7ca9-4dc4-ab41-a4c5942b435c,2e90f86a-2442-421d-b30a-f5bc6da716a5,RG-SC-NERDIO-NME,no,,,,,,,,,,,,,,"AVD Windows Servers,AVD Windows Servers Dynamic,Servers TCBNA.net,Servers Windows Virtual Machines ,Windows Servers - Detect - Dynamic"
